datetime,STA,Precip,MaxTemp,MinTemp,MeanTemp,Snowfall,PoorWeather
1943-01-24,10001,2,31,22,26,0,0
1943-01-25,10001,3,29,21,25,0,0
1943-01-26,10001,0,30,20,25,0,0
1943-01-27,10001,0,31,22,26,0,0
1943-01-28,10001,0,31,22,26,0,0
1943-01-29,10001,0,31,23,27,0,0
1943-01-30,10001,0,31,22,26,0,0
1943-01-31,10001,0,29,23,26,0,0
1943-02-01,10001,0,31,21,26,0,0
1943-02-02,10001,0,30,22,26,0,0
1943-02-03,10001,0,31,22,26,0,0
1943-02-04,10001,0,32,22,27,0,0
1943-02-05,10001,0,31,23,27,0,0
1943-02-06,10001,0,31,23,27,0,0
1943-02-07,10001,0,34,22,28,0,0
1943-02-08,10001,0,32,21,26,0,0
1943-02-09,10001,0,34,24,29,0,0
1943-02-10,10001,0,32,23,28,0,0
1943-02-11,10001,0,32,23,28,0,0
1943-02-12,10001,0,30,24,27,0,0
1943-02-13,10001,0,31,23,27,0,0
1943-02-14,10001,0,31,24,27,0,0
1943-02-15,10001,0,32,25,28,0,0
1943-02-16,10001,33,31,22,26,0,0
1943-02-17,10001,0,28,22,25,0,0
1943-02-18,10001,0,31,22,26,0,0
1943-02-19,10001,0,31,22,26,0,0
1943-02-20,10001,0,32,22,27,0,0
1943-02-21,10001,0,31,20,25,0,0
1943-02-22,10001,0,31,22,26,0,0
1943-02-23,10001,0,31,23,27,0,0
1943-02-24,10001,0,31,23,27,0,0
1943-02-25,10001,0,31,22,26,0,0
1943-02-26,10001,0,31,21,26,0,0
1943-02-27,10001,0,31,22,26,0,0
1943-02-28,10001,0,31,23,27,0,0
1943-03-01,10001,0,31,23,27,0,0
1943-03-02,10001,0,32,23,27,0,0
1943-03-03,10001,0,32,23,27,0,0
1943-03-04,10001,0,32,23,27,0,0
1943-03-05,10001,0,31,24,27,0,0
1943-03-06,10001,0,32,23,27,0,0
1943-03-07,10001,0,32,23,27,0,0
1943-03-08,10001,0,32,23,27,0,0
1943-03-09,10001,0,31,23,27,0,0
1943-03-10,10001,0,32,23,27,0,0
1943-03-11,10001,19,32,24,28,0,0
1943-03-12,10001,19,31,23,27,0,0
1943-03-13,10001,0,28,21,25,0,0
1943-03-14,10001,0,32,22,27,0,0
1943-03-15,10001,47,35,23,28,0,0
1943-03-16,10001,0,30,22,26,0,0
1943-03-17,10001,0,32,22,27,0,0
1943-03-18,10001,0,31,22,26,0,0
1943-03-19,10001,0,28,23,25,0,0
1943-03-20,10001,0,31,21,26,0,0
1943-03-21,10001,0,30,20,25,0,0
1943-03-22,10001,0,30,21,25,0,0
1943-03-23,10001,0,30,22,26,0,0
1943-03-24,10001,6,30,21,26,0,0
1943-03-25,10001,3,29,20,25,0,0
1943-03-26,10001,0,30,21,25,0,0
1943-03-27,10001,0,30,21,25,0,0
1943-03-28,10001,0,31,22,27,0,0
1943-03-29,10001,0,31,21,26,0,0
1943-03-30,10001,3,34,21,27,0,0
1943-03-31,10001,0,31,21,26,0,0
1943-04-01,10001,0,30,21,26,0,0
1943-04-02,10001,0,30,21,26,0,0
1943-04-03,10001,0,31,22,26,0,0
1943-04-04,10001,0,31,22,26,0,0
1943-04-05,10001,0,32,22,27,0,0
1943-04-06,10001,8,30,21,26,0,0
1943-04-07,10001,8,27,22,25,0,0
1943-04-08,10001,0,31,20,26,0,0
1943-04-09,10001,0,31,22,26,0,0
1943-04-10,10001,0,31,23,27,0,0
1943-04-11,10001,0,32,23,27,0,0
1943-04-12,10001,10,32,22,27,0,0
1943-04-13,10001,27,31,24,27,0,0
1943-04-14,10001,27,31,23,27,0,0
1943-04-15,10001,30,30,21,25,0,0
1943-04-16,10001,0,31,23,27,0,0
1943-04-17,10001,0,30,23,27,0,0
1943-04-18,10001,0,31,23,27,0,0
1943-04-19,10001,0,31,23,27,0,0
1943-04-20,10001,0,31,22,27,0,0
1943-04-21,10001,0,31,23,27,0,0
1943-04-22,10001,0,31,23,27,0,0
1943-04-23,10001,0,31,25,28,0,0
1943-04-24,10001,0,32,22,27,0,0
1943-04-25,10001,0,31,24,27,0,0
1943-04-26,10001,4,30,22,26,0,0
1943-04-27,10001,0,31,23,27,0,0
1943-04-28,10001,0,31,24,27,0,0
1943-04-29,10001,0,31,24,27,0,0
1943-04-30,10001,0,32,23,27,0,0
1943-05-01,10001,3,30,20,25,0,0
1943-05-02,10001,45,30,21,25,0,0
1943-05-03,10001,0,30,22,26,0,0
1943-05-04,10001,0,31,20,26,0,0
1943-05-05,10001,0,31,22,26,0,0
1943-05-06,10001,0,31,22,27,0,0
1943-05-07,10001,0,31,23,27,0,0
1943-05-08,10001,0,32,23,27,0,0
1943-05-09,10001,0,32,24,28,0,0
1943-05-10,10001,0,30,22,26,0,0
1943-05-11,10001,0,30,22,26,0,0
1943-05-12,10001,10,31,22,26,0,0
1943-05-13,10001,0,30,22,26,0,0
1943-05-14,10001,0,32,22,24,0,0
1943-05-15,10001,0,32,22,27,0,0
1943-05-16,10001,0,30,21,25,0,0
1943-05-17,10001,0,33,22,27,0,0
1943-05-18,10001,0,31,23,27,0,0
1943-05-19,10001,0,29,22,25,0,0
1943-05-20,10001,0,30,23,26,0,0
1943-05-21,10001,0,31,22,26,0,0
1943-05-22,10001,2,30,20,25,0,0
1943-05-23,10001,15,28,22,25,0,0
1943-05-24,10001,57,27,22,25,0,0
1943-05-25,10001,0,28,22,25,0,0
1943-05-26,10001,0,30,21,25,0,0
1943-05-27,10001,0,28,22,25,0,0
1943-05-28,10001,0,29,22,26,0,0
1943-05-29,10001,58,26,21,23,0,0
1943-05-30,10001,0,30,20,25,0,0
1943-05-31,10001,0,29,22,25,0,0
1943-06-01,10001,0,30,22,26,0,0
1943-06-02,10001,0,31,22,26,0,0
1943-06-03,10001,0,31,22,26,0,0
1943-06-04,10001,11,25,20,22,0,0
1943-06-05,10001,0,30,20,25,0,0
1943-06-06,10001,31,29,22,23,0,0
1943-06-07,10001,31,31,22,27,0,0
1943-06-08,10001,31,28,22,26,0,0
1943-06-09,10001,17,27,23,25,0,0
1943-06-10,10001,26,27,21,25,0,0
1943-06-11,10001,1,29,21,25,0,0
1943-06-12,10001,0,30,21,26,0,0
1943-06-13,10001,2,30,22,26,0,0
1943-06-14,10001,2,28,22,25,0,0
1943-06-15,10001,26,27,21,24,0,0
1943-06-16,10001,6,25,21,23,0,0
1943-06-17,10001,5,28,20,24,0,0
1943-06-18,10001,5,30,21,26,0,0
1943-06-19,10001,5,30,22,26,0,0
1943-06-20,10001,5,28,21,24,0,0
1943-06-21,10001,0,27,21,24,0,0
1943-06-22,10001,4,27,22,25,0,0
1943-06-23,10001,4,27,21,24,0,0
1943-06-24,10001,7,27,21,24,0,0
1943-06-25,10001,8,28,21,24,0,0
1943-06-26,10001,7,24,22,23,0,0
1943-06-27,10001,6,26,21,23,0,0
1943-06-28,10001,0,28,21,24,0,0
1943-06-29,10001,12,28,22,25,0,0
1943-06-30,10001,12,26,22,24,0,0
1943-07-01,10001,12,26,21,24,0,0
1943-07-02,10001,10,25,21,23,0,0
1943-07-03,10001,90,23,21,22,0,0
1943-07-04,10001,13,26,20,23,0,0
1943-07-05,10001,11,24,21,22,0,0
1943-07-06,10001,0,28,26,27,0,0
1943-07-07,10001,0,26,22,24,0,0
1943-07-08,10001,1,27,22,25,0,0
1943-07-09,10001,2,26,21,24,0,0
1943-07-10,10001,0,26,20,23,0,0
1943-07-11,10001,0,26,20,23,0,0
1943-07-12,10001,0,25,20,23,0,0
1943-07-13,10001,0,27,22,25,0,0
1943-07-14,10001,0,27,21,24,0,0
1943-07-15,10001,0,26,20,23,0,0
1943-07-16,10001,0,28,21,24,0,0
1943-07-17,10001,5,27,20,23,0,0
1943-07-18,10001,5,26,21,23,0,0
1943-07-19,10001,0,26,20,23,0,0
1943-07-20,10001,0,27,21,24,0,0
1943-07-21,10001,0,26,21,23,0,0
1943-07-22,10001,0,25,21,23,0,0
1943-07-23,10001,0,26,20,23,0,0
1943-07-24,10001,0,27,21,24,0,0
1943-07-25,10001,0,26,20,23,0,0
1943-07-26,10001,0,25,21,22,0,0
1943-07-27,10001,0,23,21,22,0,0
1943-07-28,10001,0,25,21,23,0,0
1943-07-29,10001,0,26,20,23,0,0
1943-07-30,10001,0,26,20,22,0,0
1943-07-31,10001,0,23,21,22,0,0
1943-08-01,10001,0,26,21,23,0,0
1943-08-02,10001,0,25,18,22,0,0
1943-08-03,10001,0,24,20,22,0,0
1943-08-04,10001,0,25,21,22,0,0
1943-08-05,10001,0,26,20,23,0,0
1943-08-06,10001,0,26,19,23,0,0
1943-08-07,10001,0,26,19,23,0,0
1943-08-08,10001,0,24,21,22,0,0
1943-08-09,10001,0,26,21,24,0,0
1943-08-10,10001,0,27,21,24,0,0
1943-08-11,10001,0,25,19,22,0,0
1943-08-12,10001,0,27,20,23,0,0
1943-08-13,10001,0,21,20,20,0,0
1943-08-14,10001,0,25,20,22,0,0
1943-08-15,10001,0,26,20,23,0,0
1943-08-16,10001,0,28,21,25,0,0
1943-08-17,10001,0,27,20,24,0,0
1943-08-18,10001,0,29,18,24,0,0
1943-08-19,10001,0,27,20,24,0,0
1943-08-20,10001,0,27,18,23,0,0
1943-08-21,10001,0,26,21,23,0,0
1943-08-22,10001,0,26,20,23,0,0
1943-08-23,10001,1,27,21,24,0,0
1943-08-24,10001,1,28,21,25,0,0
1943-08-25,10001,1,24,21,22,0,0
1943-08-26,10001,2,25,21,23,0,0
1943-08-27,10001,0,25,20,22,0,0
1943-08-28,10001,0,27,20,24,0,0
1943-08-29,10001,0,26,21,23,0,0
1943-08-30,10001,0,26,20,23,0,0
1943-08-31,10001,1,26,20,23,0,0
1943-09-01,10001,0,26,20,23,0,0
1943-09-02,10001,0,25,20,22,0,0
1943-09-03,10001,0,26,20,23,0,0
1943-09-04,10001,0,27,20,23,0,0
1943-09-05,10001,0,27,20,24,0,0
1943-09-06,10001,0,31,21,26,0,0
1943-09-07,10001,4,27,18,25,0,0
1943-09-08,10001,4,27,20,23,0,0
1943-09-09,10001,4,26,20,23,0,0
1943-09-10,10001,0,27,22,24,0,0
1943-09-11,10001,0,27,20,23,0,0
1943-09-12,10001,0,27,22,25,0,0
1943-09-13,10001,0,29,20,25,0,0
1943-09-14,10001,0,28,21,25,0,0
1943-09-15,10001,0,26,21,23,0,0
1943-09-16,10001,0,27,21,25,0,0
1943-09-17,10001,0,28,20,25,0,0
1943-09-18,10001,0,29,20,25,0,0
1943-09-19,10001,0,27,21,25,0,0
1943-09-20,10001,0,27,20,25,0,0
1943-09-21,10001,0,29,20,25,0,0
1943-09-22,10001,0,28,21,25,0,0
1943-09-23,10001,0,28,22,25,0,0
1943-09-24,10001,0,28,23,26,0,0
1943-09-25,10001,0,28,21,25,0,0
1943-09-26,10001,0,28,21,25,0,0
1943-09-27,10001,4,28,21,25,0,0
1943-09-28,10001,4,28,21,25,0,0
1943-09-29,10001,6,29,20,25,0,0
1943-09-30,10001,6,26,22,24,0,0
1943-10-01,10001,0,28,22,25,0,0
1943-10-02,10001,0,28,22,25,0,0
1943-10-03,10001,2,31,21,26,0,0
1943-10-04,10001,2,26,22,24,0,0
1943-10-05,10001,9,30,21,25,0,0
1943-10-06,10001,0,29,20,25,0,0
1943-10-07,10001,1,28,21,25,0,0
1943-10-08,10001,0,30,22,24,0,0
1943-10-09,10001,0,30,22,26,0,0
1943-10-10,10001,0,30,23,26,0,0
1943-10-11,10001,0,30,21,25,0,0
1943-10-12,10001,0,30,22,26,0,0
1943-10-13,10001,0,30,21,26,0,0
1943-10-14,10001,0,31,21,26,0,0
1943-10-15,10001,0,31,22,27,0,0
1943-10-16,10001,0,31,21,26,0,0
1943-10-17,10001,0,32,22,27,0,0
1943-10-18,10001,0,31,22,27,0,0
1943-10-19,10001,0,31,22,27,0,0
1943-10-20,10001,0,31,21,26,0,0
1943-10-21,10001,0,32,21,27,0,0
1943-10-22,10001,0,31,22,27,0,0
1943-10-23,10001,0,31,22,27,0,0
1943-10-24,10001,0,32,22,27,0,0
1943-10-25,10001,6,30,23,26,0,0
1943-10-26,10001,4,29,22,25,0,0
1943-10-27,10001,0,31,22,26,0,0
1943-10-28,10001,0,31,22,26,0,0
1943-10-29,10001,0,31,21,26,0,0
1943-10-30,10001,9,31,23,27,0,0
1943-10-31,10001,0,32,22,27,0,0
1943-11-01,10001,0,31,22,27,0,0
1943-11-02,10001,0,31,23,27,0,0
1943-11-03,10001,0,32,23,27,0,0
1943-11-04,10001,0,31,22,26,0,0
1943-11-05,10001,0,29,22,26,0,0
1943-11-06,10001,0,31,21,26,0,0
1943-11-07,10001,0,32,22,27,0,0
1943-11-08,10001,0,32,22,27,0,0
1943-11-09,10001,0,32,22,27,0,0
1943-11-10,10001,0,31,23,27,0,0
1943-11-11,10001,0,31,23,27,0,0
1943-11-12,10001,0,28,21,25,0,0
1943-11-13,10001,0,30,21,26,0,0
1943-11-14,10001,4,31,21,26,0,0
1943-11-15,10001,0,31,21,26,0,0
1943-11-16,10001,0,31,22,26,0,0
1943-11-17,10001,0,31,22,27,0,0
1943-11-18,10001,0,31,22,26,0,0
1943-11-19,10001,0,32,23,28,0,0
1943-11-20,10001,0,31,23,27,0,0
1943-11-21,10001,0,32,23,27,0,0
1943-11-22,10001,0,32,23,27,0,0
1943-11-23,10001,9,30,23,26,0,0
1943-11-24,10001,0,31,23,27,0,0
1943-11-25,10001,1,30,23,27,0,0
1943-11-26,10001,0,32,23,28,0,0
1943-11-27,10001,13,32,22,27,0,0
1943-11-28,10001,0,31,21,26,0,0
1943-11-29,10001,0,32,23,28,0,0
1943-11-30,10001,0,32,22,27,0,0
1943-12-01,10001,0,31,22,26,0,0
1943-12-02,10001,0,32,23,27,0,0
1943-12-03,10001,0,31,23,27,0,0
1943-12-04,10001,0,32,24,28,0,0
1943-12-05,10001,0,32,24,28,0,0
1943-12-06,10001,0,32,23,28,0,0
1943-12-07,10001,0,33,23,28,0,0
1943-12-08,10001,0,31,23,27,0,0
1943-12-09,10001,0,32,22,27,0,0
1943-12-10,10001,0,32,23,27,0,0
1943-12-11,10001,0,32,23,28,0,0
1943-12-12,10001,0,32,23,27,0,0
1943-12-13,10001,6,32,23,27,0,0
1943-12-14,10001,0,31,23,27,0,0
1943-12-15,10001,0,32,23,27,0,0
1943-12-16,10001,0,32,23,27,0,0
1943-12-17,10001,0,31,23,27,0,0
1943-12-18,10001,0,32,23,27,0,0
1943-12-19,10001,0,32,23,27,0,0
1943-12-20,10001,0,32,23,28,0,0
1943-12-21,10001,0,32,23,27,0,0
1943-12-22,10001,0,33,23,28,0,0
1943-12-23,10001,0,32,22,27,0,0
1943-12-24,10001,0,35,21,27,0,0
1943-12-25,10001,0,32,22,27,0,0
1943-12-26,10001,0,32,23,27,0,0
1943-12-27,10001,0,32,23,27,0,0
1943-12-28,10001,0,31,23,27,0,0
1943-12-29,10001,0,29,22,25,0,0
1943-12-30,10001,0,31,22,26,0,0
1943-12-31,10001,0,32,22,27,0,0
1944-01-01,10001,0,32,22,27,0,0
1944-01-02,10001,0,32,22,27,0,0
1944-01-03,10001,5,31,23,27,0,0
1944-01-04,10001,0,31,23,27,0,0
1944-01-05,10001,0,31,23,27,0,0
1944-01-06,10001,1,27,22,25,0,0
1944-01-07,10001,0,30,22,26,0,0
1944-01-08,10001,0,32,22,27,0,0
1944-01-09,10001,0,32,22,27,0,0
1944-01-10,10001,0,32,22,27,0,0
1944-01-11,10001,0,32,23,27,0,0
1944-01-12,10001,0,31,24,27,0,0
1944-01-13,10001,0,30,23,26,0,0
1944-01-14,10001,0,30,21,25,0,0
1944-01-15,10001,0,31,22,26,0,0
1944-01-16,10001,0,31,22,27,0,0
1944-01-17,10001,0,32,23,27,0,0
1944-01-18,10001,0,32,23,27,0,0
1944-01-19,10001,0,32,23,27,0,0
1944-01-20,10001,0,32,23,27,0,0
1944-01-21,10001,0,32,24,28,0,0
1944-01-22,10001,0,33,23,28,0,0
1944-01-23,10001,0,33,23,28,0,0
1944-01-24,10001,0,33,21,27,0,0
1944-01-25,10001,0,33,21,27,0,0
1944-01-26,10001,0,32,21,26,0,0
1944-01-27,10001,0,32,22,27,0,0
1944-01-28,10001,0,31,22,27,0,0
1944-01-29,10001,0,31,24,27,0,0
1944-01-30,10001,0,31,24,27,0,0
1944-01-31,10001,0,31,23,27,0,0
1944-02-01,10001,0,30,23,26,0,0
1944-02-03,10001,0,33,22,27,0,0
1944-02-04,10001,0,32,20,26,0,0
1944-02-05,10001,0,32,23,27,0,0
1944-02-06,10001,0,33,23,28,0,0
1944-02-07,10001,0,32,24,28,0,0
1944-02-08,10001,0,32,24,28,0,0
1944-02-09,10001,0,32,23,27,0,0
1944-02-10,10001,0,33,24,28,0,0
1944-02-11,10001,0,32,25,28,0,0
1944-02-12,10001,0,32,24,28,0,0
1944-02-13,10001,0,32,25,28,0,0
1944-02-14,10001,0,31,24,27,0,0
1944-02-15,10001,17,31,22,27,0,0
1944-02-16,10001,0,32,22,27,0,0
1944-02-17,10001,0,28,22,25,0,0
1944-02-18,10001,0,32,22,27,0,0
1944-02-19,10001,0,32,24,28,0,0
1944-02-20,10001,0,31,24,27,0,0
1944-02-21,10001,0,31,24,27,0,0
1944-02-22,10001,0,31,22,26,0,0
1944-02-23,10001,0,31,23,27,0,0
1944-02-24,10001,0,31,23,27,0,0
1944-02-25,10001,0,31,22,26,0,0
1944-02-26,10001,0,31,22,27,0,0
1944-02-27,10001,0,31,23,27,0,0
1944-02-28,10001,0,33,22,27,0,0
1944-02-29,10001,0,31,23,27,0,0
1944-03-01,10001,0,32,23,27,0,0
1944-03-02,10001,33,32,23,27,0,0
1944-03-03,10001,0,31,20,26,0,0
1944-03-04,10001,0,32,23,27,0,0
1944-03-05,10001,0,32,21,26,0,0
1944-03-06,10001,0,32,22,27,0,0
1944-03-07,10001,0,32,22,27,0,0
1944-03-08,10001,0,31,22,26,0,0
1944-03-09,10001,0,31,23,27,0,0
1944-03-10,10001,0,32,23,27,0,0
1944-03-11,10001,0,33,23,28,0,0
1944-03-12,10001,0,33,23,28,0,0
1944-03-13,10001,1,33,22,27,0,0
1944-03-14,10001,0,32,22,27,0,0
1944-03-15,10001,0,32,23,27,0,0
1944-03-16,10001,2,30,21,25,0,0
1944-03-17,10001,0,32,22,27,0,0
1944-03-18,10001,0,33,19,26,0,0
1944-03-19,10001,0,32,20,26,0,0
1944-03-20,10001,0,33,22,27,0,0
1944-03-21,10001,0,31,21,26,0,0
1944-03-22,10001,2,32,22,27,0,0
1944-03-23,10001,5,29,20,25,0,0
1944-03-24,10001,1,31,22,26,0,0
